,voices,date,similarities,compound
0,Social,2020-04-21,0.88173777,0.7964
0,Social,2020-04-20,0.9224055,-0.0644
0,Social,2020-04-20,0.90362793,0.6124
0,Social,2020-04-18,0.9088477,0.6956
0,Social,2020-04-17,0.947148,0.0
0,Social,2020-04-10,0.92142665,0.4215
0,Social,2020-04-09,0.71783286,0.6705
0,Social,2020-04-08,0.6633446,0.1779
0,Social,2020-04-04,0.92263424,0.4939
0,Social,2020-04-03,0.97664833,0.7906
0,Social,2020-04-02,0.95982623,0.9382
0,Social,2020-04-01,0.9458051,0.8402
0,Social,2020-03-31,0.89300585,0.3182
0,Social,2020-03-30,0.92536354,-0.2023
0,Social,2020-03-28,0.952785,0.4588
0,Social,2020-03-26,0.9664845,-0.0754
0,Social,2020-03-24,0.91884124,0.0
0,Social,2020-03-23,0.9000566,0.4019
0,Social,2020-03-23,0.95678866,0.5719
0,Social,2020-03-22,0.98339474,0.5451
0,Social,2020-03-21,0.92172974,0.6124
0,Social,2020-03-19,0.830788,0.8779
0,Social,2020-03-19,0.9596425,0.6369
0,Social,2020-03-18,0.98123664,0.4939
0,Social,2020-03-18,0.92468005,0.0
0,Social,2020-03-17,0.90515375,0.9451
0,Social,2020-03-16,0.9744701,0.4939
0,Social,2020-03-14,0.97381496,0.128
0,Social,2020-03-12,0.9220518,0.91
0,Social,2020-03-08,0.9429374,0.8807
0,Social,2020-03-07,0.93562603,0.4215
0,Social,2020-03-06,0.9827448,0.765
0,Social,2020-03-04,0.89350176,0.836
0,Social,2020-03-04,0.70788914,-0.296
0,Social,2020-03-03,0.90996176,0.4019
0,Social,2020-03-03,0.9758636,0.8402
0,Social,2020-03-03,0.94044054,0.0
0,Social,2020-03-02,0.89787614,0.5267
0,Social,2020-03-01,0.9067691,0.9143
0,Social,2020-02-28,0.96441585,0.8074
0,Social,2020-02-27,0.96260387,0.4588
0,Social,2020-02-25,0.92166483,0.3612
0,Social,2020-02-25,0.73464525,0.0
0,Social,2020-02-25,0.9482013,0.4404
0,Social,2020-02-25,0.95125985,0.3818
0,Social,2020-02-24,0.9726101,0.4019
0,Social,2020-02-23,0.9113319,0.8885
0,Social,2020-02-22,0.9277803,0.34
0,Social,2020-02-21,0.9413059,0.7845
0,Social,2020-02-18,0.85131544,0.0
0,Social,2020-02-17,0.93486154,0.6361
0,Social,2020-02-17,0.973348,0.9274
0,Social,2020-02-16,0.8842096,0.836
0,Social,2020-02-15,0.9087136,0.7003
0,Social,2020-02-15,0.9720217,0.5859
0,Social,2020-02-14,0.95470834,0.6003
0,Social,2020-02-14,0.7696793,0.4404
0,Social,2020-02-14,0.913866,0.8885
0,Social,2020-02-14,0.82894003,0.7003
0,Social,2020-02-12,0.91460276,0.8402
0,Social,2020-02-11,0.7696793,0.4404
0,Social,2020-02-11,0.7696793,0.4404
0,Social,2020-02-10,0.7696793,0.4404
0,Social,2020-02-10,0.96970457,0.4939
0,Social,2020-02-07,0.9561025,0.743
0,Social,2020-02-07,0.9213984,0.6369
0,Social,2020-02-06,0.7696787,0.4404
0,Social,2020-02-05,0.98037916,0.8519
0,Social,2020-02-05,0.9589846,0.3182
0,Social,2020-02-04,0.9737814,0.8658
0,Social,2020-02-04,0.8912344,0.8926
0,Social,2020-02-04,0.9207159,0.7351
0,Social,2020-02-03,0.76967907,0.4404
0,Social,2020-02-03,0.97359586,0.9321
0,Social,2020-02-03,0.9653651,-0.2411
0,Social,2020-02-03,0.98653924,0.8591
0,Social,2020-02-01,0.9590859,0.6697
0,Social,2020-01-31,0.93947506,0.3182
0,Social,2020-01-31,0.9609164,0.0
0,Social,2020-01-31,0.92151976,0.0
0,Social,2020-01-31,0.9330219,0.0
0,Social,2020-01-30,0.9174509,-0.5106
0,Social,2020-01-29,0.96218735,0.0
0,Social,2020-01-28,0.77621174,0.5574
0,Social,2020-01-28,0.9517914,0.9169
0,Social,2020-01-28,0.8475811,0.25
0,Social,2020-01-28,0.87502193,0.6369
0,Social,2020-01-28,0.9676422,-0.0772
0,Social,2020-01-26,0.9171452,0.765
0,Social,2020-01-24,0.97689575,0.1027
0,Social,2020-01-24,0.95525306,0.25
0,Social,2020-01-24,0.96889365,0.8271
0,Social,2020-01-24,0.93628836,0.3612
0,Social,2020-01-22,0.9514575,-0.2023
0,Social,2020-01-21,0.97619843,0.0
0,Social,2020-01-21,0.9663439,0.6597
0,Social,2020-01-20,0.9671695,0.5267
0,Social,2020-01-19,0.96594155,0.8074
0,Social,2020-01-18,0.97050726,0.7506
0,Social,2020-01-17,0.97286534,0.3237
0,Social,2020-01-16,0.97871196,0.7906
0,Social,2020-01-15,0.9274497,0.7096
0,Social,2020-01-15,0.9000067,0.0
0,Social,2020-01-14,0.8608514,0.3818
0,Social,2020-01-13,0.9266794,0.0
0,Social,2020-01-13,0.9586686,0.0
0,Social,2020-01-13,0.95403147,0.8126
0,Social,2020-01-12,0.97072476,0.836
0,Social,2020-01-11,0.9359334,0.0
0,Social,2020-01-11,0.84507954,0.5574
0,Social,2020-01-11,0.87873197,0.5574
0,Social,2020-01-11,0.9714253,0.1027
0,Social,2020-01-11,0.95397246,0.0
0,Social,2020-01-10,0.8556153,0.4215
0,Social,2020-01-09,0.94793683,0.4404
0,Social,2020-01-07,0.9817649,-0.4767
0,Social,2020-01-07,0.94614184,0.1516
0,Social,2020-01-06,0.8980192,-0.34
0,Social,2020-01-06,0.97213244,0.5859
0,Social,2020-01-06,0.9705148,-0.4754
0,Social,2020-01-06,0.9793862,-0.0772
0,Social,2020-01-04,0.9500629,0.8481
0,Social,2020-01-02,0.706555,0.3612
0,Social,2022-04-15,0.9225453,-0.8555
0,Social,2022-04-12,0.8674921,0.8176
0,Social,2022-04-08,0.88196355,0.3919
0,Social,2022-04-08,0.890518,0.296
0,Social,2022-04-08,0.8858783,0.128
0,Social,2022-04-08,0.8605369,0.4939
0,Social,2022-04-08,0.9110437,0.7506
0,Social,2022-04-07,0.8660654,0.6597
0,Social,2022-04-06,0.8834088,0.1531
0,Social,2022-04-06,0.88572836,0.7269
0,Social,2022-04-06,0.83154494,0.0
0,Social,2022-04-05,0.832433,0.6369
0,Social,2022-04-04,0.8874248,0.7506
0,Social,2022-04-01,0.8462863,0.1901
0,Social,2022-04-01,0.8821911,0.4767
0,Social,2022-04-01,0.85425794,0.875
0,Social,2022-03-31,0.86178434,0.8944
0,Social,2022-03-30,0.8348323,0.9042
0,Social,2022-03-30,0.9093456,0.93
0,Social,2022-03-29,0.8886739,0.743
0,Social,2022-03-29,0.8146012,0.0
0,Social,2022-03-27,0.8989309,0.4939
0,Social,2022-03-26,0.8715002,0.2263
0,Social,2022-03-25,0.8883859,0.8176
0,Social,2022-03-24,0.8488199,0.5994
0,Social,2022-03-24,0.86227405,0.9062
0,Social,2022-03-24,0.8953089,0.0
0,Social,2022-03-24,0.86549675,0.8993
0,Social,2022-03-24,0.8654967,0.8993
0,Social,2022-03-23,0.8749623,0.5106
0,Social,2022-03-23,0.8843106,0.9081
0,Social,2022-03-23,0.8981983,0.6229
0,Social,2022-03-22,0.9007921,-0.0258
0,Social,2022-03-18,0.8960169,0.2732
0,Social,2022-03-18,0.8714649,0.8176
0,Social,2022-03-16,0.88774884,0.8622
0,Social,2022-03-16,0.8434607,0.9349
0,Social,2022-03-15,0.8698277,0.5267
0,Social,2022-03-15,0.93135744,0.2023
0,Social,2022-03-15,0.88475573,0.7783
0,Social,2022-03-14,0.89167446,-0.5106
0,Social,2022-03-11,0.9102056,0.7469
0,Social,2022-03-10,0.89672565,0.3612
0,Social,2022-03-10,0.79168594,0.8555
0,Social,2022-03-10,0.87953556,0.8573
0,Social,2022-03-10,0.8424734,0.4404
0,Social,2022-03-10,0.8982069,0.4939
0,Social,2022-03-09,0.9053077,0.5558
0,Social,2022-03-09,0.8720617,-0.817
0,Social,2022-03-09,0.8519167,-0.4201
0,Social,2022-03-09,0.8247889,0.7269
0,Social,2022-03-08,0.92972296,0.7579
0,Social,2022-03-07,0.89238447,0.2263
0,Social,2022-03-04,0.7083943,0.836
0,Social,2022-03-04,0.842855,0.6705
0,Social,2022-03-04,0.8669191,0.9022
0,Social,2022-03-04,0.8000651,0.4939
0,Social,2022-03-03,0.8597295,0.0
0,Social,2022-03-02,0.8055504,0.7096
0,Social,2022-03-02,0.8753031,0.4939
0,Social,2022-03-01,0.83488715,0.8591
0,Social,2022-03-01,0.7966074,0.34
0,Social,2022-03-01,0.82421803,0.802
0,Social,2022-03-01,0.9332344,0.0
0,Social,2022-02-28,0.88313806,0.9274
0,Social,2022-02-25,0.8688787,-0.296
0,Social,2022-02-25,0.85234123,0.8271
0,Social,2022-02-25,0.8726207,0.9001
0,Social,2022-02-25,0.8000651,0.4939
0,Social,2022-02-24,0.8455565,0.9524
0,Social,2022-02-22,0.8858791,0.0
0,Social,2022-02-21,0.9017004,0.0516
0,Social,2022-02-21,0.8686002,0.7506
0,Social,2022-02-21,0.8878181,0.7717
0,Social,2022-02-19,0.88523537,0.25
0,Social,2022-02-18,0.8970279,0.8807
0,Social,2022-02-18,0.8953234,0.7351
0,Social,2022-02-17,0.8847838,0.7351
0,Social,2022-02-17,0.89014375,0.0
0,Social,2022-02-16,0.8972886,0.8074
0,Social,2022-02-15,0.84401864,0.9246
0,Social,2022-02-14,0.8629308,0.9821
0,Social,2022-02-10,0.8335553,0.2732
0,Social,2022-02-10,0.88436,0.3476
0,Social,2022-02-09,0.9106744,0.4939
0,Social,2022-02-08,0.87521666,0.7717
0,Social,2022-02-07,0.93408257,0.2263
0,Social,2022-02-07,0.8386936,0.4939
0,Social,2022-02-04,0.87108064,0.7184
0,Social,2022-02-03,0.8372723,0.8126
0,Social,2022-02-02,0.8804626,0.8689
0,Social,2022-02-01,0.84062743,0.4588
0,Social,2022-01-31,0.8695425,0.9652
0,Social,2022-01-27,0.8998507,0.7845
0,Social,2022-01-26,0.7601379,0.8847
0,Social,2022-01-26,0.87457776,0.6801
0,Social,2022-01-26,0.9032336,0.8934
0,Social,2022-01-25,0.8335553,0.2732
0,Social,2022-01-25,0.8531444,0.802
0,Social,2022-01-24,0.8667339,0.3612
0,Social,2022-01-20,0.82085884,0.9136
0,Social,2022-01-20,0.8874584,-0.1058
0,Social,2022-01-19,0.92926484,0.8625
0,Social,2022-01-18,0.89270043,0.8945
0,Social,2022-01-17,0.81400234,0.6705
0,Social,2022-01-17,0.8581548,0.4215
0,Social,2022-01-14,0.8826591,0.4939
0,Social,2022-01-14,0.9040818,0.8316
0,Social,2022-01-13,0.8775948,0.9674
0,Social,2022-01-12,0.8592351,0.9844
0,Social,2022-01-11,0.9394761,-0.1868
0,Social,2022-01-07,0.83810985,0.8126
0,Social,2022-01-06,0.901682,0.9648
0,Social,2022-01-05,0.86878383,0.875
0,Social,2021-12-31,0.90928096,0.8354
0,Social,2021-12-31,0.85802144,0.3612
0,Social,2021-12-27,0.86920696,0.9217
0,Social,2021-12-24,0.81943613,0.9477
0,Social,2021-12-24,0.92538404,0.9769
0,Social,2021-12-23,0.9078679,0.8689
0,Social,2021-12-22,0.89823437,0.8623
0,Social,2021-12-22,0.86318064,0.9893
0,Social,2021-12-21,0.852528,0.5984
0,Social,2021-12-21,0.89781415,0.5574
0,Social,2021-12-21,0.90466076,0.9761
0,Social,2021-12-20,0.7932728,0.25
0,Social,2021-12-20,0.8566065,0.9371
0,Social,2021-12-17,0.8953309,0.9796
0,Social,2021-12-17,0.9010067,0.992
0,Social,2021-12-16,0.8282463,0.8834
0,Social,2021-12-16,0.8921833,0.8126
0,Social,2021-12-14,0.8649118,0.9698
0,Social,2021-12-13,0.9308654,0.6908
0,Social,2021-12-10,0.8933293,0.9022
0,Social,2021-12-10,0.90478295,0.6124
0,Social,2021-12-10,0.893947,0.9042
0,Social,2021-12-09,0.88451976,0.9559
0,Social,2021-12-08,0.87186044,-0.2789
0,Social,2021-12-07,0.87757397,0.9432
0,Social,2021-12-07,0.84395194,0.8176
0,Social,2021-12-07,0.89228725,0.5994
0,Social,2021-12-06,0.8905289,0.9136
0,Social,2021-12-03,0.8700143,0.9468
0,Social,2021-12-03,0.90050066,0.6808
0,Social,2021-12-02,0.8879733,0.4019
0,Social,2021-12-02,0.8893657,0.9217
0,Social,2021-12-02,0.83989215,0.891
0,Social,2021-12-01,0.83752567,0.4767
0,Social,2021-11-30,0.86448556,0.765
0,Social,2021-11-30,0.90666837,0.5994
0,Social,2021-11-29,0.88355064,0.5574
0,Social,2021-11-26,0.8534664,0.9337
0,Social,2021-11-26,0.9033625,0.802
0,Social,2021-11-26,0.90522027,0.7845
0,Social,2021-11-26,0.8707833,0.7906
0,Social,2021-11-25,0.90461665,0.8979
0,Social,2021-11-25,0.9313008,0.9186
0,Social,2021-11-25,0.8519908,0.0516
0,Social,2021-11-24,0.8729139,0.8689
0,Social,2021-11-22,0.9147332,0.8934
0,Social,2021-11-22,0.8317284,0.8402
0,Social,2021-11-19,0.8564056,0.7269
0,Social,2021-11-19,0.8904011,0.7506
0,Social,2021-11-18,0.90339094,0.9062
0,Social,2021-11-18,0.8775282,0.7096
0,Social,2021-11-17,0.8430825,0.0
0,Social,2021-11-17,0.8470617,0.9169
0,Social,2021-11-17,0.89463586,0.6908
0,Social,2021-11-16,0.8956435,0.0
0,Social,2021-11-16,0.9126352,0.4019
0,Social,2021-11-15,0.83409834,0.0
0,Social,2021-11-15,0.8135799,0.0772
0,Social,2021-11-12,0.9198869,0.9348
0,Social,2021-11-12,0.89336777,0.7506
0,Social,2021-11-12,0.88783574,0.5719
0,Social,2021-11-11,0.9036627,0.8519
0,Social,2021-11-11,0.87996095,0.5106
0,Social,2021-11-11,0.9056309,0.7906
0,Social,2021-11-10,0.8492778,0.5423
0,Social,2021-11-10,0.7921971,0.7351
0,Social,2021-11-09,0.88992,0.872
0,Social,2021-11-08,0.9207928,0.8934
0,Social,2021-11-05,0.8983688,0.4767
0,Social,2021-11-05,0.88608754,0.8957
0,Social,2021-11-04,0.8650296,0.765
0,Social,2021-11-03,0.9024518,0.9477
0,Social,2021-11-02,0.8922872,0.5994
0,Social,2021-10-29,0.9278351,-0.5423
0,Social,2021-10-28,0.88349366,0.8957
0,Social,2021-10-27,0.87305987,0.765
0,Social,2021-10-27,0.92647517,0.34
0,Social,2021-10-27,0.80769455,0.7351
0,Social,2021-10-27,0.8987213,0.7184
0,Social,2021-10-26,0.8987213,0.7184
0,Social,2021-10-25,0.91859114,0.6705
0,Social,2021-10-22,0.8532406,0.6124
0,Social,2021-10-22,0.92068946,0.8689
0,Social,2021-10-21,0.87536323,0.8625
0,Social,2021-10-20,0.8974893,0.6597
0,Social,2021-10-20,0.8843146,0.836
0,Social,2021-10-19,0.92096996,0.9022
0,Social,2021-10-18,0.8691504,0.3182
0,Social,2021-10-18,0.8547971,0.34
0,Social,2021-10-18,0.83101493,0.9153
0,Social,2021-10-15,0.87325853,0.9776
0,Social,2021-10-14,0.91149867,0.9819
0,Social,2021-10-13,0.89920187,0.8439
0,Social,2021-10-12,0.89661294,0.9559
0,Social,2021-10-12,0.8446677,0.7506
0,Social,2021-10-12,0.84694654,0.946
0,Social,2021-10-11,0.8508601,0.936
0,Social,2021-10-08,0.9154493,0.875
0,Social,2021-10-08,0.8269953,0.2023
0,Social,2021-10-08,0.8933382,0.0
0,Social,2021-10-07,0.81109667,0.836
0,Social,2021-10-07,0.87127876,0.9042
0,Social,2021-10-07,0.8716049,0.5574
0,Social,2021-10-06,0.9170605,0.7506
0,Social,2021-10-06,0.8790773,0.7172
0,Social,2021-10-06,0.82337046,0.8176
0,Social,2021-10-05,0.90102905,0.765
0,Social,2021-10-05,0.8656035,0.7351
0,Social,2021-10-05,0.84717685,0.7264
0,Social,2021-10-04,0.91626096,0.946
0,Social,2021-09-30,0.9152437,0.2732
0,Social,2021-09-30,0.838703,0.2263
0,Social,2021-09-30,0.8263161,0.7717
0,Social,2021-09-29,0.8474021,0.0
0,Social,2021-09-29,0.8600064,-0.5106
0,Social,2021-09-29,0.8680763,0.872
0,Social,2021-09-28,0.88491017,0.4215
0,Social,2021-09-27,0.7746326,0.0
0,Social,2021-09-27,0.9310509,0.8328
0,Social,2021-09-27,0.86233217,0.3612
0,Social,2021-09-24,0.8465852,0.6705
0,Social,2021-09-24,0.9021869,0.93
0,Social,2021-09-24,0.8822249,0.9337
0,Social,2021-09-22,0.92003566,0.9313
0,Social,2021-09-21,0.8302723,0.25
0,Social,2021-09-21,0.8828542,0.8481
0,Social,2021-09-21,0.77430004,0.8481
0,Social,2021-09-21,0.87568885,0.9413
0,Social,2021-09-17,0.9013237,0.9337
0,Social,2021-09-17,0.86288244,0.5106
0,Social,2021-09-16,0.89608294,0.926
0,Social,2021-09-15,0.9013139,0.8176
0,Social,2021-09-15,0.8877332,0.5106
0,Social,2021-09-15,0.9127553,0.5267
0,Social,2021-09-14,0.8870661,0.5267
0,Social,2021-09-14,0.9009855,0.8658
0,Social,2021-09-13,0.89307034,0.8625
0,Social,2021-09-12,0.85161936,0.9046
0,Social,2021-09-11,0.86819285,0.7783
0,Social,2021-09-09,0.8586228,-0.2023
0,Social,2021-09-08,0.8750316,0.7783
0,Social,2021-09-07,0.68972105,0.9081
0,Social,2021-09-07,0.8301396,0.5859
0,Social,2021-09-07,0.93042135,0.802
0,Social,2021-09-06,0.91742706,0.8481
0,Social,2021-09-03,0.85778713,0.1258
0,Social,2021-09-02,0.9096503,0.0
0,Social,2021-09-02,0.85660774,0.6808
0,Social,2021-09-01,0.8824689,-0.3818
0,Social,2021-08-31,0.910359,-0.25
0,Social,2021-08-30,0.91137016,0.8526
0,Social,2021-08-30,0.87430704,-0.25
0,Social,2021-08-30,0.89334655,0.4404
0,Social,2021-08-30,0.87970966,0.8934
0,Social,2021-08-27,0.8708644,-0.2023
0,Social,2021-08-27,0.90726495,0.6908
0,Social,2021-08-26,0.9064002,0.8468
0,Social,2021-08-25,0.90353596,0.0
0,Social,2021-08-24,0.88087535,0.926
0,Social,2021-08-24,0.87437034,0.9344
0,Social,2021-08-23,0.87639713,0.936
0,Social,2021-08-23,0.8607957,0.9246
0,Social,2021-08-20,0.8449141,0.9246
0,Social,2021-08-20,0.8983201,0.9062
0,Social,2021-08-20,0.8760619,0.6705
0,Social,2021-08-19,0.8089043,0.0
0,Social,2021-08-19,0.8460316,0.4939
0,Social,2021-08-19,0.87042737,0.1779
0,Social,2021-08-18,0.847684,-0.0258
0,Social,2021-08-18,0.9136081,0.4019
0,Social,2021-08-17,0.9280649,0.4404
0,Social,2021-08-16,0.7447657,0.0
0,Social,2021-08-16,0.9136084,0.4019
0,Social,2021-08-13,0.9285705,0.5859
0,Social,2021-08-13,0.87847024,0.0
0,Social,2021-08-12,0.92439115,-0.1779
0,Social,2021-08-11,0.71482843,-0.296
0,Social,2021-08-11,0.8731173,0.7133
0,Social,2021-08-10,0.8923329,0.7003
0,Social,2021-08-10,0.87847024,0.0
0,Social,2021-08-06,0.8784702,0.0
0,Social,2021-08-06,0.83476794,0.0
0,Social,2021-08-06,0.9153913,0.8074
0,Social,2021-08-05,0.85877514,0.5859
0,Social,2021-08-05,0.86302614,0.5267
0,Social,2021-08-04,0.9074701,0.7964
0,Social,2021-08-02,0.88700026,0.5267
0,Social,2021-07-30,0.8518921,-0.0258
0,Social,2021-07-30,0.88342,0.6358
0,Social,2021-07-29,0.8648119,0.2732
0,Social,2021-07-28,0.89545435,0.7579
0,Social,2021-07-27,0.9196198,0.7003
0,Social,2021-07-26,0.8898473,0.7845
0,Social,2021-07-26,0.8326727,0.7906
0,Social,2021-07-26,0.8486278,0.7269
0,Social,2021-07-22,0.9045792,0.0
0,Social,2021-07-21,0.8582108,0.4767
0,Social,2021-07-20,0.89473575,0.0258
0,Social,2021-07-19,0.86052823,-0.7783
0,Social,2021-07-16,0.9025214,-0.1027
0,Social,2021-07-16,0.90561897,0.7964
0,Social,2021-07-14,0.89209986,0.9009
0,Social,2021-07-13,0.84962547,0.6705
0,Social,2021-07-12,0.8896307,0.8834
0,Social,2021-07-09,0.91416144,0.7964
0,Social,2021-07-06,0.8715446,0.8934
0,Social,2021-07-06,0.9120602,0.9781
0,Social,2021-07-06,0.87311864,0.5106
0,Social,2021-07-05,0.91555744,0.3612
0,Social,2021-07-02,0.9396639,0.7783
0,Social,2021-07-02,0.9073813,0.9041
0,Social,2021-07-02,0.8545369,0.7783
0,Social,2021-07-02,0.90685064,0.0258
0,Social,2021-07-01,0.9321304,0.9469
0,Social,2021-07-01,0.88520646,0.0
0,Social,2021-06-30,0.8707021,0.8442
0,Social,2021-06-29,0.86845195,0.6358
0,Social,2021-06-28,0.8667837,0.7783
0,Social,2021-06-28,0.8604187,0.9649
0,Social,2021-06-25,0.87012565,0.7105
0,Social,2021-06-25,0.8770166,0.8779
0,Social,2021-06-24,0.85530984,0.9435
0,Social,2021-06-24,0.89536154,0.5994
0,Social,2021-06-24,0.8731222,0.5106
0,Social,2021-06-23,0.91692466,0.5994
0,Social,2021-06-22,0.84491414,0.8442
0,Social,2021-06-22,0.8448468,0.8442
0,Social,2021-06-21,0.8768044,0.836
0,Social,2021-06-18,0.9232504,-0.7269
0,Social,2021-06-17,0.85439366,0.9217
0,Social,2021-06-16,0.92739123,0.8126
0,Social,2021-06-15,0.8933886,-0.1027
0,Social,2021-06-14,0.90538687,0.9035
0,Social,2021-06-11,0.8538935,0.967
0,Social,2021-06-09,0.8292728,0.0
0,Social,2021-06-08,0.8705201,-0.25
0,Social,2021-06-08,0.89679074,0.7184
0,Social,2021-06-07,0.9167338,0.7184
0,Social,2021-06-04,0.91150725,0.886
0,Social,2021-06-03,0.8803716,0.5267
0,Social,2021-06-02,0.8882828,0.9274
0,Social,2021-05-31,0.8916124,0.872
0,Social,2021-05-28,0.90343934,0.9601
0,Social,2021-05-27,0.883554,-0.3506
0,Social,2021-05-26,0.8760476,0.9274
0,Social,2021-05-26,0.9299204,0.0
0,Social,2021-05-25,0.84803766,0.91
0,Social,2021-05-22,0.84938085,0.8519
0,Social,2021-05-21,0.88439506,0.6369
0,Social,2021-05-20,0.84154344,0.9729
0,Social,2021-05-20,0.909004,0.9538
0,Social,2021-05-20,0.87060094,0.9774
0,Social,2021-05-19,0.88651884,0.975
0,Social,2021-05-18,0.91205525,0.9477
0,Social,2021-05-17,0.87060654,0.9201
0,Social,2021-05-16,0.8479857,0.5859
0,Social,2021-05-16,0.8351167,0.9633
0,Social,2021-05-15,0.8817535,0.6697
0,Social,2021-05-14,0.88114893,0.6697
0,Social,2021-05-13,0.8622251,-0.128
0,Social,2021-05-12,0.88658404,0.2263
0,Social,2021-05-12,0.8685741,0.2263
0,Social,2021-05-12,0.8312542,-0.0258
0,Social,2021-05-12,0.73909724,-0.1531
0,Social,2021-05-11,0.90719616,0.607
0,Social,2021-05-11,0.85910434,0.8625
0,Social,2021-05-09,0.90578556,0.9633
0,Social,2021-05-08,0.8711342,0.8402
0,Social,2021-05-07,0.8507224,0.9726
0,Social,2021-05-07,0.9040609,0.3612
0,Social,2021-05-06,0.8667792,0.7579
0,Social,2021-05-04,0.8587247,-0.3818
0,Social,2021-05-02,0.8792682,0.4215
0,Social,2021-04-30,0.91605693,0.9726
0,Social,2021-04-29,0.848988,0.8442
0,Social,2021-04-28,0.89823186,0.9509
0,Social,2021-04-27,0.93062484,0.9595
0,Social,2021-04-27,0.90719616,0.607
0,Social,2021-04-26,0.8848407,0.91
0,Social,2021-04-26,0.83754414,-0.2263
0,Social,2021-04-23,0.88000286,0.91
0,Social,2021-04-23,0.8906026,-0.2484
0,Social,2021-04-23,0.8312542,-0.0258
0,Social,2021-04-21,0.8632324,0.0
0,Social,2021-04-21,0.853819,0.9348
0,Social,2021-04-20,0.87920797,0.9393
0,Social,2021-04-19,0.85703075,0.9153
0,Social,2021-04-19,0.8684543,0.8689
0,Social,2021-04-17,0.893834,0.7096
0,Social,2021-04-16,0.8632324,0.0
0,Social,2021-04-16,0.876611,0.4939
0,Social,2021-04-14,0.9374331,0.8555
0,Social,2021-04-13,0.83295363,0.34
0,Social,2021-04-10,0.92895716,-0.0772
0,Social,2021-04-09,0.9221679,0.937
0,Social,2021-04-08,0.8710326,0.8555
0,Social,2021-04-07,0.8997115,0.8834
0,Social,2021-04-07,0.88941944,0.7964
0,Social,2021-04-05,0.88991165,0.8176
0,Social,2021-04-02,0.8668693,0.6369
0,Social,2021-03-31,0.87941444,0.6597
0,Social,2021-03-30,0.89474887,0.3818
0,Social,2021-03-29,0.8431911,0.9545
0,Social,2021-03-26,0.8950165,0.875
0,Social,2021-03-25,0.8207893,0.9231
0,Social,2021-03-23,0.8404354,0.5859
0,Social,2021-03-21,0.8896872,0.7845
0,Social,2021-03-20,0.80285263,0.6187
0,Social,2021-03-20,0.89422286,0.7845
0,Social,2021-03-19,0.88415974,0.7964
0,Social,2021-03-19,0.9062759,0.886
0,Social,2021-03-19,0.93566805,0.9422
0,Social,2021-03-18,0.82810533,0.0
0,Social,2021-03-18,0.8400198,0.6249
0,Social,2021-03-17,0.8473254,0.8442
0,Social,2021-03-16,0.8812243,0.4019
0,Social,2021-03-15,0.87938184,0.7096
0,Social,2021-03-15,0.8433876,0.8625
0,Social,2021-03-13,0.88268304,0.9674
0,Social,2021-03-12,0.9022704,-0.2263
0,Social,2021-03-10,0.85895085,0.891
0,Social,2021-03-09,0.8542323,0.9393
0,Social,2021-03-08,0.8793539,0.765
0,Social,2021-03-08,0.83401906,0.3182
0,Social,2021-03-08,0.89792347,0.6908
0,Social,2021-03-08,0.8944062,0.7096
0,Social,2021-03-06,0.88481975,-0.1027
0,Social,2021-03-05,0.89056206,0.926
0,Social,2021-03-05,0.8433876,0.8625
0,Social,2021-03-04,0.9032787,0.9783
0,Social,2021-03-04,0.8389356,0.9207
0,Social,2021-03-04,0.89631116,0.8481
0,Social,2021-03-04,0.8873166,0.4939
0,Social,2021-03-04,0.83401906,0.3182
0,Social,2021-03-03,0.9018892,0.802
0,Social,2021-03-03,0.8747697,0.743
0,Social,2021-03-02,0.84490347,0.7184
0,Social,2021-03-02,0.91236705,0.926
0,Social,2021-03-01,0.8798367,0.0
0,Social,2021-03-01,0.9142625,0.0
0,Social,2021-02-27,0.8784171,0.9136
0,Social,2021-02-26,0.82389045,0.6908
0,Social,2021-02-26,0.71710634,0.7351
0,Social,2021-02-25,0.9007114,0.4215
0,Social,2021-02-24,0.90163445,0.9661
0,Social,2021-02-24,0.89799213,0.8225
0,Social,2021-02-22,0.9275526,0.1779
0,Social,2021-02-22,0.889616,0.765
0,Social,2021-02-21,0.8989587,-0.8788
0,Social,2021-02-19,0.89257574,0.9638
0,Social,2021-02-19,0.81404877,0.0
0,Social,2021-02-18,0.834044,0.7269
0,Social,2021-02-18,0.9130266,0.9513
0,Social,2021-02-17,0.870803,0.7906
0,Social,2021-02-17,0.9361725,-0.4838
0,Social,2021-02-17,0.91271305,0.8832
0,Social,2021-02-16,0.8890628,0.5095
0,Social,2021-02-16,0.8935009,0.7317
0,Social,2021-02-15,0.8674848,0.7506
0,Social,2021-02-15,0.8932133,0.0
0,Social,2021-02-15,0.8971751,0.0
0,Social,2021-02-13,0.86892056,0.9657
0,Social,2021-02-13,0.9129134,0.0258
0,Social,2021-02-12,0.8762965,0.8979
0,Social,2021-02-11,0.80162615,0.9274
0,Social,2021-02-10,0.8783263,0.4939
0,Social,2021-02-10,0.82324207,0.0
0,Social,2021-02-10,0.8781817,0.3818
0,Social,2021-02-09,0.86493176,0.9313
0,Social,2021-02-08,0.8886954,0.9382
0,Social,2021-02-08,0.9211156,0.8363
0,Social,2021-02-07,0.9168404,0.5994
0,Social,2021-02-06,0.9017771,0.8516
0,Social,2021-02-05,0.8630909,0.9081
0,Social,2021-02-05,0.89225674,0.0093
