,index,Unnamed: 0,brand,id,created_at,text,likes,in reply to,retweeted,nb_words,text_len,subjectivity,polarity,negative,neutral,positive,compound,similarity
670,671,671,LOCCITANE_UK,1228296003280867329,2020-02-14 12:32:42, thanks for the shout out we look forward to welcoming you back in store soon ,1,Djyeo,False,15,78,0.1,0.1,0.0,0.691,0.309,0.7003,0.82894003
671,672,672,LOCCITANE_UK,1227532912129478656,2020-02-12 10:00:27,apply our ultra rich comforting cream followed by your daily dose of reset immortelle serum to help with skin renew ,2,,False,20,116,0.375,0.1875,0.0,0.654,0.346,0.8402,0.91460276
672,673,673,LOCCITANE_UK,1227254942211158017,2020-02-11 15:35:54, thanks for the shout out ,0,DIARYdirectory,False,5,26,0.2,0.2,0.0,0.58,0.42,0.4404,0.7696793
673,674,674,LOCCITANE_UK,1227200667741294592,2020-02-11 12:00:14, thanks for the shout out ,1,Mikute777,False,5,26,0.2,0.2,0.0,0.58,0.42,0.4404,0.7696793
674,675,675,LOCCITANE_UK,1226812573158432769,2020-02-10 10:18:05, thanks for the shout out ,1,CharleyMaher,False,5,26,0.2,0.2,0.0,0.58,0.42,0.4404,0.7696793
675,676,676,LOCCITANE_UK,1226808120669683712,2020-02-10 10:00:23, loccitane hand cream is sold every seconds worldwide let us know what your signature scent is discover ,7,,False,17,104,0.0,0.0,0.0,0.833,0.167,0.4939,0.96970457
676,677,677,LOCCITANE_UK,1225799629402447872,2020-02-07 15:13:00, we apologise our mens range has been relaunched with some changes as we produce all of our wonderful p ,0,rjoberns,False,19,104,1.0,1.0,0.0,0.717,0.283,0.743,0.9561025
677,678,678,LOCCITANE_UK,1225798164000780290,2020-02-07 15:07:11, we are sorry to see this has happened please get in touch with our customer care team on contact ,0,carolinelufc,False,19,98,1.0,-0.5,0.057,0.702,0.241,0.6369,0.9213984
678,679,679,LOCCITANE_UK,1225395476347969536,2020-02-06 12:27:02, thanks for the shout out ,1,Beautylymin,False,5,26,0.2,0.2,0.0,0.58,0.42,0.4404,0.7696787
679,680,680,LOCCITANE_UK,1225089794738442245,2020-02-05 16:12:22, the solidarity balm is available now online and in stores we hope you love it,2,natashareneaux,False,15,78,0.5,0.45,0.0,0.563,0.437,0.8519,0.98037916
680,681,681,LOCCITANE_UK,1224996117756071938,2020-02-05 10:00:08,introducing our new herbae par loccitane leau fragrance collection a fresh citrusfloral fragrance with hints o ,8,,False,16,111,0.4772727272727273,0.2181818181818181,0.0,0.85,0.15,0.3182,0.9589846
681,682,682,LOCCITANE_UK,1224633402223144960,2020-02-04 09:58:50, our award winning overnight reset serum relaxes muscle tension and helps to smooth the appearance of fi ,0,NurseBee05,False,17,105,0.625,0.45,0.087,0.456,0.456,0.8658,0.9737814
682,683,683,LOCCITANE_UK,1224632477668474880,2020-02-04 09:55:09, thanks for the shout out we are so glad you are loving your overnight reset serum ,0,NurseBee05,False,16,83,0.7166666666666667,0.4333333333333333,0.0,0.549,0.451,0.8926,0.8912344
683,684,684,LOCCITANE_UK,1224628639632887808,2020-02-04 09:39:54, thanks for pointing this out our marketing team will be rectifying this in the reprint of our vip cards this year ,1,SophiaSleigh,False,21,115,0.2,0.2,0.0,0.754,0.246,0.7351,0.9207159
684,685,685,LOCCITANE_UK,1224374997499682816,2020-02-03 16:52:01, thanks for the shout out ,2,MrandMrs50Plus,False,5,26,0.2,0.2,0.0,0.58,0.42,0.4404,0.76967907
685,686,686,LOCCITANE_UK,1224372414538272778,2020-02-03 16:41:46, we are so glad you had such a good time and wed love to welcome you back soon ,1,ellie99,False,18,79,0.6,0.4166666666666667,0.0,0.482,0.518,0.9321,0.97359586
686,687,687,LOCCITANE_UK,1224368158523494402,2020-02-03 16:24:51, hi rachel the ambre fragrance is currently sold out and not available however please check back later in ,0,JoJoFFB,False,18,106,0.2,-0.05,0.103,0.897,0.0,-0.2411,0.9653651
687,688,688,LOCCITANE_UK,1224271338551967744,2020-02-03 10:00:07,almond love just a few of our favourites to make your almond dreams come true for the mind body and home leave ,5,,False,22,111,0.45,0.2166666666666666,0.043,0.609,0.348,0.8591,0.98653924
688,689,689,LOCCITANE_UK,1223546569368068096,2020-02-01 10:00:09,this unique oilinbalm formula contains the very best of loccitane shea butter immortelle almond and lavender ,8,,False,16,109,0.6950000000000001,0.6875,0.0,0.77,0.23,0.6697,0.9590859
689,690,690,LOCCITANE_UK,1223282374328422400,2020-01-31 16:30:20, the eau des baux deodorant stick is not currently available however please check back with us when o ,0,robinfparker,False,18,102,0.2,-0.1,0.0,0.874,0.126,0.3182,0.93947506
690,691,691,LOCCITANE_UK,1223210918466805761,2020-01-31 11:46:23, hi rachel the bb creams have now been discontinued and we dont have a suitable alternative to offer ,0,letitberach,False,18,101,0.75,0.55,0.0,1.0,0.0,0.0,0.9609164
691,692,692,LOCCITANE_UK,1223202864199348224,2020-01-31 11:14:23, hi there cade has indeed now been discontinued our mens range is relaunching next month so plea ,0,SG_LThipthorpe,False,17,97,0.0,0.0,0.0,1.0,0.0,0.0,0.92151976
692,693,693,LOCCITANE_UK,1223202416545423361,2020-01-31 11:12:36, hi there can you show us where you see this that promotion ended last monday and at this time we can o ,0,moirsteph,False,22,104,0.0666666666666666,0.0,0.0,1.0,0.0,0.0,0.9330219
693,694,694,LOCCITANE_UK,1222829684502736896,2020-01-30 10:31:30, hi neil these items have now been discontinued apologies for any disappointment caused,0,Neily82,False,13,87,0.4,-0.6,0.216,0.784,0.0,-0.5106,0.9174509
694,695,695,LOCCITANE_UK,1222459382643843072,2020-01-29 10:00:03,reset and revitalise your face and body with our musthave products this season shea butter to nourish almond to ,7,,False,19,112,0.0,0.0,0.0,1.0,0.0,0.0,0.96218735
695,696,696,LOCCITANE_UK,1222192158532423681,2020-01-28 16:18:12, please follow this link alternatively please send us a direct message so we ,0,GKountourides,False,13,77,0.4,0.1,0.0,0.685,0.315,0.5574,0.77621174
696,697,697,LOCCITANE_UK,1222190565556703234,2020-01-28 16:11:52, thanks for the great feedback paul we hope to welcome you back soon,0,pauld_wilson,False,13,68,0.4625,0.45,0.0,0.411,0.589,0.9169,0.9517914
697,698,698,LOCCITANE_UK,1222189787651678208,2020-01-28 16:08:47, sorry to see this lucy please send us a direct message with your address details so we can look in ,0,ParadeLucy_TWx,False,20,100,0.7,-0.2,0.063,0.825,0.112,0.25,0.8475811
698,699,699,LOCCITANE_UK,1222189046526566401,2020-01-28 16:05:50, thanks for your feedback jo please send us a direct message letting us know which shop you visited we ,0,joleene79,False,19,103,0.3,0.15,0.0,0.755,0.245,0.6369,0.87502193
699,700,700,LOCCITANE_UK,1222169738987671552,2020-01-28 14:49:07, hi gabriella were sorry to hear this and weve contacted our store manager for further review ple ,1,GKountourides,False,17,98,0.75,-0.25,0.075,0.925,0.0,-0.0772,0.9676422
700,701,701,LOCCITANE_UK,1221372219336454146,2020-01-26 10:00:03,when it comes to shower essentials were giving you options our almond collection is lovingly made in provence ,4,,False,18,110,0.95,0.6,0.0,0.708,0.292,0.765,0.9171452
701,702,702,LOCCITANE_UK,1220751866360934400,2020-01-24 16:55:00, hi gabriella loccitane does not and never has tested its products on animals we have reached out ,0,GKountourides,False,17,98,0.0,0.0,0.0,0.92,0.08,0.1027,0.97689575
702,703,703,LOCCITANE_UK,1220750999087960065,2020-01-24 16:51:33, sorry to hear this gabriella please let us know which store informed you so we can investigate this further,1,GKountourides,False,19,108,0.75,-0.25,0.063,0.825,0.112,0.25,0.95525306
703,704,704,LOCCITANE_UK,1220715586273120258,2020-01-24 14:30:50, glad to hear this chris enjoy and thank you for the shout out,0,chrismccullam,False,13,62,0.75,0.45,0.0,0.535,0.465,0.8271,0.96889365
704,705,705,LOCCITANE_UK,1220715032201367552,2020-01-24 14:28:38, hi kate we discontinued this product in early if we had to recommend our most similar current sh ,0,dieselkeds,False,18,98,0.4,0.15,0.0,0.872,0.128,0.3612,0.93628836
705,706,706,LOCCITANE_UK,1219922747926568960,2020-01-22 10:00:22,tipoftheday if you suffer from dry ends a dab of our petit remedy will help to nourish them and smooth them out ,2,,False,22,112,0.55,0.1666666666666666,0.139,0.754,0.107,-0.2023,0.9514575
706,707,707,LOCCITANE_UK,1219608803286638594,2020-01-21 13:12:52, hi there loccitane does not and never has tested its products on animals you can view our full ,0,theclaudinegar1,False,18,96,0.55,0.35,0.0,1.0,0.0,0.0,0.97619843
707,708,708,LOCCITANE_UK,1219608175621607424,2020-01-21 13:10:22, hi kim we invite you to a skincare consultation in one of our stores with a beauty advisor so they can f ,0,kimbomac,False,22,106,0.0,0.0,0.0,0.759,0.241,0.6597,0.9663439
708,709,709,LOCCITANE_UK,1219197941774082050,2020-01-20 10:00:15,restore your skin while you sleep by adding our overnight reset serum to your night routine share your ,1,,False,18,103,0.0,0.0,0.0,0.784,0.216,0.5267,0.9671695
709,710,710,LOCCITANE_UK,1218880836159696897,2020-01-19 13:00:11,oh my lavender known for its soothing and purifying properties this essential oil is popular for its relaxing sc ,13,,False,19,113,0.6,0.3,0.0,0.658,0.342,0.8074,0.96594155
710,711,711,LOCCITANE_UK,1218480667752665088,2020-01-18 10:30:04,help us fight visual impairment by supporting our solidarity initiative did you know that for every solidarity soa ,9,,False,18,115,0.125,0.125,0.102,0.508,0.391,0.7506,0.97050726
711,712,712,LOCCITANE_UK,1218176874976813056,2020-01-17 14:22:54, hi stefan sorry to hear this please send us a private message with more details including which store you went to,0,stefandudic520,False,21,114,0.625,0.0,0.059,0.821,0.12,0.3237,0.97286534
712,713,713,LOCCITANE_UK,1217761617015906305,2020-01-16 10:52:49, hi ivan the almond range is great for the whole family its gentle enought o use on all skin types and s ,0,rnb_001,False,22,105,0.65,0.3999999999999999,0.0,0.72,0.28,0.7906,0.97871196
713,714,714,LOCCITANE_UK,1217422760139468800,2020-01-15 12:26:19, hi there the is off any full priced item hope this helps,0,theclaudinegar1,False,12,57,0.55,0.35,0.0,0.629,0.371,0.7096,0.9274497
714,715,715,LOCCITANE_UK,1217386028761137152,2020-01-15 10:00:21,meet our two new scented liquid soaps rosemary shea citrus shea which one would you try tell us below discov ,7,,False,20,109,0.4545454545454545,0.1363636363636363,0.0,1.0,0.0,0.0,0.9000067
715,716,716,LOCCITANE_UK,1217084539979337733,2020-01-14 14:02:21, hi claudine sorry to hear this the gift card has a zero working balance there may have been a m ,1,theclaudinegar1,False,20,97,1.0,-0.5,0.068,0.781,0.151,0.3818,0.8608514
716,717,717,LOCCITANE_UK,1216746563231457282,2020-01-13 15:39:21, hi kyle send us a private message with a copy of your receipt so we can look into this for you,1,Kyle_NHS,False,21,95,0.375,0.0,0.0,1.0,0.0,0.0,0.9266794
717,718,718,LOCCITANE_UK,1216746276152279042,2020-01-13 15:38:12, back and see us soon ivan,0,,False,6,26,0.0,0.0,0.0,1.0,0.0,0.0,0.9586686
718,719,719,LOCCITANE_UK,1216661238626734080,2020-01-13 10:00:18,thanks to the magical powers of essential oils like angelica lavender geranium ylangylang or sweet orange tr ,5,,False,17,109,0.5375,0.2624999999999999,0.0,0.625,0.375,0.8126,0.95403147
719,720,720,LOCCITANE_UK,1216298787833929729,2020-01-12 10:00:03,keep your skin hydrated soft and ready for the with our shea butter hand foot care creams double tap if this ,11,,False,21,109,0.2833333333333333,0.1,0.0,0.669,0.331,0.836,0.97072476
720,721,721,LOCCITANE_UK,1216014969952710656,2020-01-11 15:12:15, hi robin our pouches are currently recyclable via our partnership with terracycle they are not made fr ,1,fishdrums,False,17,104,0.4,0.0,0.0,1.0,0.0,0.0,0.9359334
721,722,722,LOCCITANE_UK,1216014346477850637,2020-01-11 15:09:47, thank you marine well forward your feedback to our store manger,1,MariLee_cl,False,11,64,0.0,0.0,0.0,0.662,0.338,0.5574,0.84507954
722,723,723,LOCCITANE_UK,1216014106425204738,2020-01-11 15:08:50, hi ivan well forward your feedback to our digital team for their consideration thank you for the suggestion,0,rnb_001,False,18,108,0.0,0.0,0.0,0.777,0.223,0.5574,0.87873197
723,724,724,LOCCITANE_UK,1216013780733263874,2020-01-11 15:07:32, hi sarah these have already sold out we have some left over stock in our regent street flagship are you able to visit us there,0,SVC78,False,25,127,0.3125,0.25,0.0,0.945,0.055,0.1027,0.9714253
724,725,725,LOCCITANE_UK,1216013494312550400,2020-01-11 15:06:24, hi jennifer our classic cherry blossom has not been reformulated as we mentioned when y ,1,welshroots,False,15,89,0.1666666666666666,0.1666666666666666,0.0,1.0,0.0,0.0,0.95397246
725,726,726,LOCCITANE_UK,1215574187202342916,2020-01-10 10:00:45,let your creativity flow weve collaborated with to create our new limited edition shea products in c ,2,,False,17,101,0.2987012987012987,0.0324675324675324,0.097,0.663,0.24,0.4215,0.8556153
726,727,727,LOCCITANE_UK,1215211626413969408,2020-01-09 10:00:03,multipurpose easy to pack suitable for nails skin body and hairwe think our petit remedy will become your n ,15,,False,19,108,0.7916666666666667,0.4916666666666667,0.0,0.854,0.146,0.4404,0.94793683
727,728,728,LOCCITANE_UK,1214486889358487552,2020-01-07 10:00:13,empty product have no fear recycle your beauty empties at any of our boutiques and receive off a new full pri ,7,,False,21,110,0.5015151515151516,0.1287878787878787,0.321,0.542,0.137,-0.4767,0.9817649
728,729,729,LOCCITANE_UK,1214485576843513857,2020-01-07 09:55:00, hi jennifer cherry blossom has not been reformulated hope this helps,0,welshroots,False,11,69,0.0,0.0,0.167,0.625,0.208,0.1516,0.94614184
729,730,730,LOCCITANE_UK,1214226796096425985,2020-01-06 16:46:42, hi jennifer unfortunately were unable to offer an exchange for this item as your purchase was from ea ,0,welshroots,False,18,103,0.75,-0.5,0.124,0.876,0.0,-0.34,0.8980192
730,731,731,LOCCITANE_UK,1214220397840912384,2020-01-06 16:21:16, hi kim thank nyou for your reply please contact qvc direct as theyll be able to address this for you,0,kimbomac,False,20,101,0.5125,0.3,0.0,0.789,0.211,0.5859,0.97213244
731,732,732,LOCCITANE_UK,1214214653838069762,2020-01-06 15:58:27, hi jessica this product has now been discontinued really sorry for any inconvenience caused,0,jessjadebroad,False,14,92,1.0,-0.5,0.254,0.746,0.0,-0.4754,0.9705148
732,733,733,LOCCITANE_UK,1214212535785791489,2020-01-06 15:50:02, sorry to hear this jennifer the scent of our cherry blossom range hasnt changed however it appears ,0,welshroots,False,17,100,1.0,-0.5,0.075,0.925,0.0,-0.0772,0.9793862
733,734,734,LOCCITANE_UK,1213399701329833984,2020-01-04 10:00:07,our overnight reset serum is your best ally after the holiday season your skin will look rested fresh and more ,6,,False,20,111,0.4333333333333333,0.6,0.0,0.649,0.351,0.8481,0.9500629
734,735,735,LOCCITANE_UK,1212690009003675648,2020-01-02 11:00:03,your new essential is here the petit remedy packed in a tiny plasticfree aluminium tin uses natural ing ,11,,False,18,104,0.4136363636363636,0.059090909090909,0.0,0.865,0.135,0.3612,0.706555
735,3238,3238,loccitane_jp,1514883729365225476,2022-04-15 08:30:00, repair and reinforce hair damage to damage troubles lead to smooth glossy hair as per the finger five herbs repair series you can feel the change of hair more by using the line aromatic har ,36,,False,35,191,0.5,0.45,0.227,0.773,0.0,-0.8555,0.9225453
736,3239,3239,loccitane_jp,1513796728905891844,2022-04-12 08:30:39, how to make perfume a good fragrance completely preserved scene separate part advanced edition seasonal fragrance deliver advice that the enjoyment of the fragrance spreads by all means ,75,,False,28,187,0.5333333333333333,0.3999999999999999,0.0,0.738,0.262,0.8176,0.8674921
737,3240,3240,loccitane_jp,1512352592730652672,2022-04-08 08:52:10,thank you for your nice post color and message can be customized only one in the world sia is usually only for official mail order but now you can buy it at omotesando store event details here ,31,,False,37,193,1.0,0.1999999999999999,0.0,0.906,0.094,0.3919,0.88196355
738,3241,3241,loccitane_jp,1512352436828373005,2022-04-08 08:51:33,thank you for making a nice pushing shear color and message can be customized only one sia in the world usually it is limited to official mail order but now you can purchase it at omotesando store event details here ,18,,False,40,216,0.7142857142857143,0.1761904761904762,0.035,0.876,0.089,0.296,0.890518
739,3242,3242,loccitane_jp,1512347012863123456,2022-04-08 08:30:00, seasonal treatments are new exclusive body treatments using omotesandos petit spaloksitan cherry blossom luxuriously are visible luxury people ,37,,False,18,144,0.4545454545454545,0.1363636363636363,0.0,0.919,0.081,0.128,0.8858783
740,3243,3243,loccitane_jp,1512245920351481856,2022-04-08 01:48:18, a fragrance body care scented with herbs from elba violiletto southern france ,0,,False,12,79,0.0,0.0,0.0,0.758,0.242,0.4939,0.8605369
741,3244,3244,loccitane_jp,1512245624921460740,2022-04-08 01:47:07, new appearance elba violette newly joined in limited quantities in loccitane this spring fragrance and hand cream that can be easily carried even on the go the details of the kit are also for spring gifts that support a new life,0,,False,41,229,0.467965367965368,0.1541991341991342,0.041,0.779,0.18,0.7506,0.9110437
742,3245,3245,loccitane_jp,1511984626541240321,2022-04-07 08:30:00, citrus verbena a citrus verbena fragrance with citrus vena added to the popular verbena this year a fresh fruit and herb scent that makes you want to take a deep breath involuntarily ,101,,False,32,184,0.6,0.3,0.0,0.802,0.198,0.6597,0.8660654
743,3246,3246,loccitane_jp,1511625596912439299,2022-04-06 08:43:21,thank you for making the sia of the push specifications you can put a name in the package only one sia in the world you can buy it at the omotesando store for a limited time from tomorrow event details here ,31,,False,41,207,0.5714285714285714,-0.0357142857142857,0.046,0.894,0.06,0.1531,0.8834088
744,3247,3247,loccitane_jp,1511622236939161600,2022-04-06 08:30:00, while enjoying the fragrance spreading in the bath to the usual hair care carefully repairing hair damage such hair mask habit is used with plenty of large capacity as a chance to relieve the tension of new life in spring and regain the margin of the mind ,47,,False,47,257,0.5388528138528138,0.0834415584415584,0.096,0.683,0.221,0.7269,0.88572836
745,3248,3248,loccitane_jp,1511622235630542850,2022-04-06 08:30:00, start from tomorrow at omotesando store hold an event where you can purchase the worlds only shia at the store omotesando store voyage senso real event click here for details,29,,False,30,175,0.65,0.1,0.0,1.0,0.0,0.0,0.83154494
746,3249,3249,loccitane_jp,1511259849920819202,2022-04-05 08:30:00, which fragrance do you like this spring the newly debuted elba violette welcomes el baber elba blanche elba violette your mind ,79,,False,21,128,0.4545454545454545,0.1363636363636363,0.0,0.785,0.215,0.6369,0.832433
747,3250,3250,loccitane_jp,1510897460247511043,2022-04-04 08:30:00, new appearance this spring loccitane has newly joined in limited quantities elba violette fragrances and hand creams that can be easily carried on the go are also spring gifts to support a new life ,117,,False,34,199,0.467965367965368,0.1541991341991342,0.048,0.74,0.212,0.7506,0.8874248
748,3251,3251,loccitane_jp,1509814119599599616,2022-04-01 08:45:11,thank you for purchasing color and message can be customized only one sia in the world usually it is only official mail order but now you can purchase at shibuya store event details here ,15,,False,34,187,1.0,0.0,0.0,0.95,0.05,0.1901,0.8462863
749,3252,3252,loccitane_jp,1509813667344560132,2022-04-01 08:43:23,thank you for your wonderful post you can put your name in the package only one sia in the world it is usually only for official mail order but now you can buy it at shibuya store event details here ,20,,False,40,199,1.0,0.3333333333333333,0.0,0.903,0.097,0.4767,0.8821911
750,3253,3253,loccitane_jp,1509810297107890184,2022-04-01 08:30:00, released today elba violette from the popular elba series this spring new fragrance debuts from citrus with fresh shine to the clear scent of powdery clary sage and holy grass bring out inner confidence spring ally ,54,,False,36,216,0.4809090909090908,0.2272727272727273,0.0,0.744,0.256,0.875,0.85425794
751,3254,3254,loccitane_jp,1509447910852808710,2022-03-31 08:30:00, dont miss out on the annual great kit including bestselling repair five herbs series shampoo conditioners you can enjoy plenty of your favorite scents quantity ,35,,False,25,161,0.75,0.5666666666666668,0.0,0.641,0.359,0.8944,0.86178434
752,3255,3255,loccitane_jp,1509100620069756929,2022-03-30 09:30:00, gift campaign fragrance gift campaign that wins autograph support message card ,22,,False,11,80,0.2,0.3,0.0,0.365,0.635,0.9042,0.8348323
753,3256,3256,loccitane_jp,1509085522467115009,2022-03-30 08:30:00, a special time to relax at home time home item of roxytan born from provence southern france the fragrance of the aroma that brings peace is spread in the room softly spread to the room and it is also popular as a gift for yourself when a new life begins ,54,,False,50,256,0.4551948051948051,0.2387012987012987,0.0,0.739,0.261,0.93,0.9093456
754,3257,3257,loccitane_jp,1508727761497890818,2022-03-29 08:48:23, rescue dry hands in the season when dryness is a worry of course hand cream cherry blossom rose shea herba blanche almond verbena essential to keep the skin healthy ,96,,False,29,166,0.5874999999999999,0.2583333333333333,0.08,0.665,0.255,0.743,0.8886739
755,3258,3258,loccitane_jp,1508689154657251330,2022-03-29 06:14:59, citrus verbena citrus scent and the most juicy perfume mist etc ,0,,False,11,65,0.5,0.5,0.0,1.0,0.0,0.0,0.8146012
756,3259,3259,loccitane_jp,1507889725071585281,2022-03-27 01:18:20, do you know that the exciting project with me and l has started mon this time there is also a collaboration of premium shortcake using strawberry strawberries from kumamoto prefecture monceku ,0,,False,31,193,0.8,0.3,0.0,0.897,0.103,0.4939,0.8989309
757,3260,3260,loccitane_jp,1507515173719871491,2022-03-26 00:30:00,kumamon collaboration luxury strawberry l cafe launches premium shortcake from kumamoto prefecture yubeni and limited charity kits will be donated to kumamotos deforestation and regional development projects ,87,,False,27,208,0.1428571428571428,-0.0714285714285714,0.066,0.836,0.098,0.2263,0.8715002
758,3261,3261,loccitane_jp,1507274706038435841,2022-03-25 08:34:28, thank you for your happy tweetsia that can be made by choosing colors and messages only one sia in the world i have added a new mysia made by you please refer to it when making it is also holding an event at the store ,33,,False,45,219,0.8181818181818182,0.3121212121212121,0.0,0.825,0.175,0.8176,0.8883859
759,3262,3262,loccitane_jp,1507130301621088258,2022-03-24 23:00:39,congratulations on the release of the movie osomatsusan collaboration campaign of roxitan and movie osomatsu osomatsu is here to apply ,5099,,False,20,135,0.0,0.0,0.0,0.83,0.17,0.5994,0.8488199
760,3263,3263,loccitane_jp,1506921921719730184,2022-03-24 09:12:38,thank you for your wonderful post mysia my hand cream is perfect for gifts mysia is unique to the world can be purchased at shibuya store for a limited time from tomorrow please stop by if you live nearby ,16,,False,39,205,0.7285714285714285,0.4879870129870129,0.081,0.614,0.305,0.9062,0.86227405
761,3264,3264,loccitane_jp,1506911195646902276,2022-03-24 08:30:00, start from tomorrow at shibuya store hold an event where you can purchase the worlds only sia at the store where you can customize the color and message shibuya store bouquet de provence event details are here,25,,False,37,210,1.0,0.0,0.0,1.0,0.0,0.0,0.8953089
762,3265,3265,loccitane_jp,1506911195441164288,2022-03-24 08:30:00, i want to update the best skin tone in my history the season when skin fatigue is easy to surface due to changes in the environment and temperature difference pollen in such a case regain the skin power roxytans supertalented skin care series i motel lineup is so recommended ,35,,False,49,277,0.5020833333333333,0.3270833333333333,0.036,0.715,0.25,0.8993,0.86549675
763,3266,3266,loccitane_jp,1506911194832990209,2022-03-24 08:30:00, i want to update the best skin tone in my history the season when skin fatigue is easy to surface due to changes in the environment and temperature difference pollen in such a case regain the skin power roxytans supertalented skin care series i motel lineup is so recommended ,42,,False,49,277,0.5020833333333333,0.3270833333333333,0.036,0.715,0.25,0.8993,0.8654967
764,3267,3267,loccitane_jp,1506549579294322688,2022-03-23 08:33:04,thank you very much for your patronage it is recommended to use w of hair milk and oil ,36,,False,18,87,0.26,0.26,0.0,0.777,0.223,0.5106,0.8749623
765,3268,3268,loccitane_jp,1506549464357806086,2022-03-23 08:32:37,thank you for your wonderful post i am glad to enjoy the floral scent of soap and cherry blossoms ,38,,False,19,98,0.8333333333333334,0.6333333333333333,0.0,0.53,0.47,0.9081,0.8843106
766,3269,3269,loccitane_jp,1506548807508578317,2022-03-23 08:30:00, do you recognize this mark green charter mark displayed on roxytan products and official mail order sites this is proof that it is a product that has been developed cleanly that is gentle on the skin and the environment without losing the effect and usitude of the product ,44,,False,48,274,0.525,0.1166666666666666,0.0,0.898,0.102,0.6229,0.8981983
767,3270,3270,loccitane_jp,1506186418690957316,2022-03-22 08:30:00,new fragrance hair mist from elba blanche new fragrance tone is a citrus green floral squeaked with spring purity add luster and moist water to smooth glossy hair flirting in the wind for a limited time ,97,,False,36,203,0.3703896103896104,0.0802597402597402,0.053,0.896,0.05,-0.0258,0.9007921
768,3271,3271,loccitane_jp,1504737856077836299,2022-03-18 08:33:56,it is a nice design you can buy only one sia in the world at umeda hankyu store for a limited time now if you live nearby please drop in by the event details here ,74,,False,35,163,0.6607142857142857,0.1662337662337662,0.105,0.761,0.134,0.2732,0.8960169
769,3272,3272,loccitane_jp,1504736866947371008,2022-03-18 08:30:00,any hair you want to be uv or dry pollen hair care has come to an important season repair pure freshness volume strength balancing which ,54,,False,25,137,0.7000000000000001,0.1825396825396825,0.0,0.689,0.311,0.8176,0.8714649
770,3273,3273,loccitane_jp,1504020818241929218,2022-03-16 09:04:41,thank you for applying for the campaign the message and color are very nice sia is unique to the world my hand cream is also recommended ,21,,False,26,137,1.0,0.5775,0.0,0.675,0.325,0.8622,0.88774884
771,3274,3274,loccitane_jp,1504012090327109632,2022-03-16 08:30:00, online limited release start grooming from hand care with cade hand cream for mens woody cade fragrance smartly moisturized cade hand cree recommended for gifts ,53,,False,25,162,0.3928571428571429,0.0714285714285714,0.051,0.486,0.462,0.9349,0.8434607
772,3275,3275,loccitane_jp,1503652542332665863,2022-03-15 08:41:17,thank you for making it in a nice color from tomorrow you can purchase only one sia in the world at umeda hankyu store for a limited time from tomorrow event details ,23,,False,32,166,0.7142857142857143,0.1761904761904762,0.056,0.789,0.155,0.5267,0.8698277
773,3276,3276,loccitane_jp,1503649702712991744,2022-03-15 08:30:00, start from tomorrow at umeda hankyu hold an event where you can purchase the worlds only shia at the store where you can customize colors and messages it is also recommended for gifts the details of the umeda hankyu store event are here,42,,False,43,237,1.0,0.0,0.0,0.959,0.041,0.2023,0.93135744
774,3277,3277,loccitane_jp,1503649702536953859,2022-03-15 08:30:00, zozo cosme web limited special box appearance zozo my favorette collection is on sale from hair to body hand popular bestseller in roxytan ,42,,False,23,140,0.5380952380952381,0.2952380952380952,0.064,0.642,0.294,0.7783,0.88475573
775,3278,3278,loccitane_jp,1503293781214646272,2022-03-14 08:55:41, what is worrisome is or which fragrance represents the spring of roxitan sakura sakura blossom feel the beginning of a new spring with a scent a step ahead and a limited number of moisture misters also appear ,108,,False,37,210,0.2987012987012987,0.0324675324675324,0.128,0.836,0.036,-0.5106,0.89167446
776,3279,3279,loccitane_jp,1502426645508067332,2022-03-11 23:30:00, super versatile shea butter utilization idea roxytans bestselling item as a versatile item of dry skin saviour shea butter moisturizing allpurpose item gift popularity is also popular but in fact you can use it from the tip of the head to the tip of the nail ,64,,False,46,260,0.7222222222222222,0.2888888888888889,0.0,0.831,0.169,0.7469,0.9102056
777,3280,3280,loccitane_jp,1501845411048615937,2022-03-10 09:00:23,thank you for purchasing moisture mist can moisturize and refresh at any time with items that can be used for multiple with face and hair body ,34,,False,26,143,0.0,0.0,0.0,0.909,0.091,0.3612,0.89672565
778,3281,3281,loccitane_jp,1501845313992421381,2022-03-10 09:00:00,thank you for your patronage mini size hand cream is recommended with a sense of size that is easy to carry even in a mini bag ,28,,False,26,127,0.8333333333333334,0.4333333333333333,0.0,0.658,0.342,0.8555,0.79168594
779,3282,3282,loccitane_jp,1501837763477266437,2022-03-10 08:30:00, spring gifts are decided by this nice to meet you lets give feelings with a mini hand cream kit for white day gifts cute bo that turns in spring ,73,,False,29,146,0.6666666666666666,0.3666666666666667,0.0,0.726,0.274,0.8573,0.87953556
780,3283,3283,loccitane_jp,1501768309577977856,2022-03-10 03:54:01, fragrance fragrance gift campaign spring campaign starts today detailed application is roxyta,0,,False,12,94,0.75,0.4,0.0,0.791,0.209,0.4404,0.8424734
781,3284,3284,loccitane_jp,1501766370647687170,2022-03-10 03:46:18, during the event roxytan collaborates with hotel chinzanso tokyo sakurascented amenities and sakura tsukushi accommodation plan to enjoy the cherry blossoms in the garden ,0,,False,24,172,0.5,0.4,0.0,0.878,0.122,0.4939,0.8982069
