,word,username,description,location,following,followers,totaltweets,retweetcount,date,text,hashtags,nb_words,text_len,subjectivity,polarity,negative,neutral,positive,compound
857,L'Occitane,yokatta_matome,we will introduce mainly things that were good to actually buy and things that became a topic in good thing i bought,tokyo,296,623,88230,0,2022-06-05 21:25:02,beauty loccitane shea hand cream loccitane loccitanes bestselling and rich usability blend smooth touch that quickly penetrates dry hands,[],19,137,0.5875,0.2604166666666667,0.0,0.602,0.398,0.891
862,L'Occitane,taifreirez,this user is busy listening to solar,  ,215,213,4807,44,2022-06-05 20:11:51,juliette for loccitane brazil ,[],4,30,0.0,0.0,0.0,1.0,0.0,0.0
864,L'Occitane,theartistcoach,the unminding mental health project the principles mind coach poet artist lover a word smithstitute a lady of the noun freedom bitcoin,home ,1459,13685,63556,0,2022-06-05 19:52:30, aromatherapy associates or cowshed oil and magnesiumsalt or loccitane bubble bath,[],11,82,0.0,0.0,0.0,1.0,0.0,0.0
866,L'Occitane,BestFashion22,lover of fashion,london england,3575,2375,36217,22,2022-06-05 19:49:37,limited time deal save over on loccitanes delicious almond piece collection earlybiz ukgifthour mhhsbd ,['EarlyBiz'],14,103,0.5714285714285714,0.4642857142857143,0.096,0.556,0.348,0.7184
868,L'Occitane,Estela34513231,i think therefore i exist,,939,502,17713,91,2022-06-05 19:44:45,juliette para loccitane ,[],3,24,0.0,0.0,0.0,1.0,0.0,0.0
869,L'Occitane,YuimumuLY,,,147,16,19124,32,2022-06-05 19:36:05,i like the loccitane so much the placenta is fresh when the milk is rovso mateem the bottle is clear the ba branded the overgrown bird is very sweet he goes to press like comment repost a lot of knots liuyu ,[],41,207,0.4820833333333333,0.26375,0.0,0.72,0.28,0.9041
874,L'Occitane,zilda_pinheiro7,only got twitter because of juliette ,petrolina brazil,358,164,6684,0,2022-06-05 19:13:33,the loccitane posted tbm ,[],4,25,0.0,0.0,0.0,1.0,0.0,0.0
876,L'Occitane,COOKIESY0,i love treasure members more than i love ice cream,give,1587,1650,45081,0,2022-06-05 19:12:36, yg pke hangeul itu loccitane stupid feelings taste of melancholy beautiful nothing therapy mr morale,[],15,101,1.0,0.025000000000000022,0.284,0.541,0.176,-0.34
878,L'Occitane,culpadajuliette,it was supposed to be just a bbb but it became a lifelong love simply cactus of ,,1616,2166,63456,4,2022-06-05 19:10:01, the loccitane posted tbm ,[],4,26,0.0,0.0,0.0,1.0,0.0,0.0
879,L'Occitane,MsOhLaLa,detroit player  brunch lover  and advocate of trying to look like a snack everyday ,michigan state university,326,173,16215,0,2022-06-05 19:09:36, if you ashy ashy and sometimes lotion feels wet on top of your skin use loccitane ultra cream lotion or vaseline aloe vera with the glycerin trust me because coco butter dont do nothing for me ,[],36,194,0.45,0.2,0.0,0.87,0.13,0.6249
883,L'Occitane,d1asdeluta,how did i get here,brazil,1084,1541,57069,0,2022-06-05 19:05:51, migo i smelled a loccitane and it was the best male perfume i ever felt costs the eye of the face but i fell in love,[],26,117,0.3333333333333333,0.5,0.0,0.704,0.296,0.8555
892,L'Occitane,NorskBabyP,available in cayenne pepper paprika chili powder  red pepper flakes,london england,393,779,20594,0,2022-06-05 18:25:47,loccitanerituals hhayi shame those stores azifuni nobona icent in my account ndlela le their products have a chokehold on me,[],20,124,0.0,0.0,0.147,0.853,0.0,-0.4767
893,L'Occitane,suroliv,i existing coexisting metamorphosing around ,,103,102,11061,38,2022-06-05 18:10:59,juliette para loccitane ,[],3,24,0.0,0.0,0.0,1.0,0.0,0.0
894,L'Occitane,wo_xingxing,yoshi yedamhyunsukjunghwan  トレジャー 百分九少年,find your treasure,1078,1101,6887,0,2022-06-05 18:07:24, han yohan loccitane nder yummy bgt rekom once,[],8,46,0.0,0.0,0.0,0.673,0.327,0.5267
895,L'Occitane,PUPUT990421CHS,born in  ෆ  ෆ treasure is the 최현숙  of my life ,sheher ,835,942,11480,0,2022-06-05 17:36:30, the loccitane is kak,[],4,21,0.0,0.0,0.0,1.0,0.0,0.0
897,L'Occitane,Oz__zz,shop     sub   work and requests by dm ,,61,2557,904,0,2022-06-05 17:31:20,loccitane body cream really likes nice smell,[],7,44,0.6,0.4,0.0,0.448,0.552,0.7328
898,L'Occitane,engajacarliette,profile dedicated to post all about the brazilian  and the brazilian   activate the notifications,,514,512,880,0,2022-06-05 17:31:01,loccitane posted on his instagram a publi de juliette in the feed lets engage dont forget to save like comment a lot and share ok link ,[],26,135,0.5,0.5,0.083,0.57,0.347,0.746
900,L'Occitane,yuyuko1998,we will introduce you to the best deals of amazon time deal foodhome appliancesbooks etc 相互フォロー,amazon associate,337,282,89520,0,2022-06-05 17:26:57,popular products loccitane white lavender eau de toilette ,[],8,58,0.45,0.3,0.0,0.714,0.286,0.4215
901,L'Occitane,amasell77,tweet information about amazons deals discounts and ranking products we hope that we will be able to spread useful information to everyone and enrich their lives we will also periodically murmur the time sale information only on the day follow  notify please corona disaster is very bad war opposition except for mutual follow  fully automatic bot i am a follower,amazoncojp associate,996,1409,134556,0,2022-06-05 17:26:51,amazon best seller ranking loccitane white lavender eau de toilette amazon,['Amazon'],11,74,0.15,0.5,0.0,0.513,0.487,0.765
902,L'Occitane,m4yucc,we will inform you of amazons arrival information as soon as possible apple products iphone ipad  pokémon card  switch and many  other rare products 相互フォロー ,amazon associate,1066,857,117234,0,2022-06-05 17:26:51,it is a hot selling product loccitane white lavender eau de toilette amazon time sale festival,[],16,94,0.42500000000000004,0.125,0.0,0.726,0.274,0.5994
903,L'Occitane,haloacaa,short axis ngab ,osaka ,377,121,94903,0,2022-06-05 17:13:17, loccitane this is the beginning of listening to emsng boring but so reff its really good for lu who is stressed so listening to this continue to sleep on your head while drinking really good ,[],35,192,0.7333333333333334,0.1333333333333333,0.107,0.699,0.194,0.7031
904,L'Occitane,murata_merushi,he has lived in france for years is a graphic designer with a weak stomach and is an art major  the content of the post is french news that is neither poison nor medicine or photos of buildings that interest me i live  in the suburbs of paris with my husband who likes gundam models and games thank you in advance  born fukushima fukushima prefecture raised in chita aichi ,,2198,3051,7528,1,2022-06-05 16:54:42, i use loccitane and laroche posay and then a sunscreen that is gentle on japanese coral l laroche posay is also a good feeling japanese is burned but the french one is hard to burn whether it fits the skin or the ingredients are strong ,[],45,237,0.3821428571428572,0.14880952380952378,0.034,0.763,0.203,0.7906
908,L'Occitane,Deko_ko3_,forest youkai inhabit areas not covered by ubereats,,433,454,56163,0,2022-06-05 16:37:55,uhhuh im eating rice and ice cream at this time because my desire is exploding im trying to poach body soap and stuff together with loccitane and i want a paul smithkun key case even though there are almost no physical keys and i want suqqus eyeshadow for a change of mood and i want a logicool headset,[],58,302,0.5714285714285714,0.0,0.034,0.847,0.119,0.4005
909,L'Occitane,wuups, 𝑓𝑎𝑛 realm grandest sanctuary where an airy popsy dousing eternal fondness to the loveliest creations nini sukkie jayie wonu and yeol ᵔ ᵔ,she enfpt,491,480,9545,0,2022-06-05 16:35:39, loccitane kak,[],2,14,0.0,0.0,0.0,1.0,0.0,0.0
910,L'Occitane,kuzuryunarumi,real  game stain nana people  boykone people i like sound games question box , stars,720,443,7280,0,2022-06-05 16:21:21,oh yes i bought loccitane shower gel today this time i also bought body milk lavender of my favorite smell this time white lavender is out for a limited time and i bought it immediately with my favorite fragrance ,[],39,213,0.5357142857142857,0.23214285714285715,0.046,0.745,0.209,0.7783
914,L'Occitane,Harkaway,author  and wild sky thinker hehim immediate decarbonisation is now a simple necessity work contact online mondays,london,11136,22263,131435,0,2022-06-05 15:02:23,pretty soon ill be reduced to doing the forbidden dance outside the loccitane concession and literally nobody wants that,[],19,120,0.5375,-0.012499999999999997,0.226,0.645,0.129,-0.34
916,L'Occitane,taylor310rei,,,173,123,745,0,2022-06-05 14:42:27, children may be numb because there is not much space but it varies greatly depending on the position where you put it so it is deep i will moisturize further with the loccitane body gel i applied,[],37,196,0.5700000000000001,0.020000000000000018,0.048,0.952,0.0,-0.1779
919,L'Occitane,wwwerkerkcom, ʟᴏɴɢ ʜᴀɪʀ ᴄᴀᴛ  ᴇsᴛʜᴇᴛᴇ ᴘꜱʏᴄʜᴏʟᴏʏ ᴍᴇᴅɪᴄᴀʟ wwwerkerkcom erkerkquote contact email only value  ᴍᴀɪʟᴇʀᴋᴇʀᴋᴄᴏᴍ  line erk,,1731,33340,96290,0,2022-06-05 14:28:34,flashsale yongkun loccitane in laz flashsale giveaways tangles seduces johnson around tales matoms loei noisy noisy test who top spender around milk chances daidaison look at the eyes clap ,[],29,189,0.5,0.5,0.106,0.781,0.113,0.0516
920,L'Occitane,wwwerkerkcom, ʟᴏɴɢ ʜᴀɪʀ ᴄᴀᴛ  ᴇsᴛʜᴇᴛᴇ ᴘꜱʏᴄʜᴏʟᴏʏ ᴍᴇᴅɪᴄᴀʟ wwwerkerkcom erkerkquote contact email only value  ᴍᴀɪʟᴇʀᴋᴇʀᴋᴄᴏᴍ  line erk,,1731,33340,96290,0,2022-06-05 14:23:54,flashsale tansy loccitane immortelle reset oilinserum limited size people nod flashsale tantan jungsaemmool whos a little bit more likely to reduce cb ,[],22,151,0.5357142857142857,0.06026785714285715,0.087,0.913,0.0,-0.2263
921,L'Occitane,wwwerkerkcom, ʟᴏɴɢ ʜᴀɪʀ ᴄᴀᴛ  ᴇsᴛʜᴇᴛᴇ ᴘꜱʏᴄʜᴏʟᴏʏ ᴍᴇᴅɪᴄᴀʟ wwwerkerkcom erkerkquote contact email only value  ᴍᴀɪʟᴇʀᴋᴇʀᴋᴄᴏᴍ  line erk,,1731,33340,96290,0,2022-06-05 14:23:52,flashsale tan tan loccitane almond delicious paste milk concentrate duo people nol guabat flashsale tannery loccitane almond shower oil ecorefill people ,[],21,153,1.0,1.0,0.0,0.844,0.156,0.5719
922,L'Occitane,pro_cyrille,support big fan of xiii tennis nba and stand up paddle animatorbettorgamer,pyrénéesorientales languedoc,142,41,3089,0,2022-06-05 14:20:54, test for the occitan selection against spain xiii,['XIII'],8,50,0.0,0.0,0.0,1.0,0.0,0.0
923,L'Occitane,virginlikeme,akkdjcjckmmc,,0,0,10,0,2022-06-05 14:03:28,promsong tester clarins loccitane dermalogica pine feathers to songfrika songtostokso songtokskornskre songtokrongsaang songtoserpa songtoskincare uses howtoperfect stumps ,"['ส่งต่อ', 'ส่งต่อคสอ', 'ส่งต่อสกินเเคร์', 'ส่งต่อเครื่องสําอาง', 'ส่งต่อเสื้อผ้า', 'ส่งต่อskincare', 'ใช้ดีบอกต่อ', 'HowtoPerfect']",17,172,0.0,0.0,0.0,1.0,0.0,0.0
930,L'Occitane,isana_Konno_tc, independent individuals  a certain whale in the cyber world  distribution tag くじらonair  personal vtuber in preparation  if there is no point in living you can come to my frame if you are going to die anyway lets  live happily collaboration planning projects etc please dm ツイキャス vtuber 新人vtuber,twikas,754,844,3867,0,2022-06-05 13:14:01,i dont know who sent it from amazon thank you loccitana ill use it on my big day ,[],18,81,0.55,-0.25,0.133,0.667,0.2,0.1027
931,L'Occitane,minsins_,𝙎𝙪𝙣𝙜𝙘𝙝𝙖𝙣  𝙈𝙖𝙧𝙠  𝙃𝙖𝙚𝙘𝙝𝙖𝙣  𝘿𝙤𝙮𝙤𝙪𝙣𝙜 정맠 맠동 재도 쟌재 동른  mnsthreadska learn   capt tweeted and prepared for the subpoena,mad city  i miss you so machi,258,4943,580408,0,2022-06-05 13:11:18,chon seopro loccitane no no,[],5,27,0.0,0.0,0.595,0.405,0.0,-0.5267
934,L'Occitane,Mimew11,  tyongf   nct  taeyongjaehyunjeno   แทแจนะคะ taejae,watch out gudu  า,214,1524,562872,1,2022-06-05 12:56:01,parakkorn gerakkara loccitane mormond tattawakarfl giveaways bumps giveaways according to the top step whos gonna get hit by a duel ,[],20,132,0.5,0.5,0.0,0.909,0.091,0.2023
938,L'Occitane,kotakota040323,lil kansai okazaki  bitarokun  kotachan loves lil love years group love sekiju also loves maruto  tokyo   doujo and other bearers are welcome  there is a debut group  lets talk about it  if   you do not know the tag plaque or the age in charge i am sorry for the silent followup,,17,16,698,0,2022-06-05 12:40:24,from the morning i worship shochikuza on the screen so that i can go to saba west edition i can go in the summer lol i saw my friends again so i met my friends so i met up with loccitane kotakota with melons how many hours of chatter after all the destination i arrived at was a sunday that was too fulfilling with kotachan cute cool shinobi ,[],68,342,0.7125,0.5375,0.0,0.766,0.234,0.9382
940,L'Occitane,Rinchannel0611,hey its your birthday dont curse it,繧医縺 縺ケ ,790,762,109319,0,2022-06-05 12:25:57, it really depends on the budget but if you are not good at sweet or artificial smells loccitane brand perfume is a natural fragrance so it is interesting it is an aromalike feeling recommended for summer limited citrus verbena,[],39,227,0.4989795918367347,0.01836734693877552,0.171,0.61,0.219,0.3541
942,L'Occitane,AndreaBaldeagle,,dusseldorf germany,72,12,190,0,2022-06-05 12:23:57, a room scent of loccitane winter forest which we liked to spray around christmas and banjo and stimorol chewing gum i get in denmark but with sugar substitute no longer tastes original and the peppers in consistency of the ,[],39,224,0.775,0.4875,0.067,0.816,0.116,0.2617
943,L'Occitane,_____rrr69, splash boy with good health,crabcreamcroquette,483,496,46788,0,2022-06-05 12:21:43, loccitane loccitane,[],2,20,0.0,0.0,0.0,1.0,0.0,0.0
945,L'Occitane,624Sakigake, sega alliance,rabbit house,1789,1372,60428,0,2022-06-05 12:09:01,hey girl i want to push about loccitane,[],8,39,0.0,0.0,0.0,0.822,0.178,0.0772
946,L'Occitane,luzianearaujol6,eu tenho um deus que cuida de mim em cada detalhegh,,956,538,13785,6,2022-06-05 11:56:23,juliette para loccitane ,[],3,24,0.0,0.0,0.0,1.0,0.0,0.0
947,L'Occitane,liu52hz,   刘宇 is number one  liuyutalented center and leader who the fuck is wearing mains someone elsefuckall no excuse homophobic is shit ps ree หลวอวนาย frequently,thailand,311,147,15733,27,2022-06-05 11:51:37, trans loccitane weibo update what makes khawat khdwathe answer to the bottleneck of pelau raflon himself the results of which can be used to cover the ditongs the charred and the otherwise the cyclendai bring in several covers lwelves liuyu 刘宇 ,[],41,245,0.0,0.0,0.0,1.0,0.0,0.0
957,L'Occitane,pingponghime6, ,,1028,19875,105590,0,2022-06-05 11:14:12,tuan gently press the knot aya fuss because for a long time it will taste like the stumps of the whole thing oyl tawan bathed in the lead of the loccitane talawing watching the people nomyu knuckles homhom hom pro pack frog shower oil dui pro lynx de ,[],48,251,0.5333333333333333,0.11666666666666668,0.0,0.891,0.109,0.6705
959,L'Occitane,bot_cosmetic,we will deliver information mainly on new cosmetics tweet the recommendation at  in the morning and oclock at night amazon tweeted rakutens cosmetics ranking around oclock every sunday is a review tweet for the week it is a guide from rakuten ichiba basically but sometimes there is also from amazon  in the unlikely event that there is an error in the information please check carefully,,2151,733,28791,0,2022-06-05 11:05:19,reminder product name loccitane white lavender hand cream one word light texture moisturizes and smooths ,[],15,105,0.35,0.2,0.0,0.814,0.186,0.4939
961,L'Occitane,bot_cosmetic,we will deliver information mainly on new cosmetics tweet the recommendation at  in the morning and oclock at night amazon tweeted rakutens cosmetics ranking around oclock every sunday is a review tweet for the week it is a guide from rakuten ichiba basically but sometimes there is also from amazon  in the unlikely event that there is an error in the information please check carefully,,2151,733,28791,0,2022-06-05 10:58:19,reminder product name loccitane white lavender body milk one word fresh aroma wraps the whole body refreshingly ,[],17,112,0.475,0.25,0.0,0.874,0.126,0.3182
962,L'Occitane,bot_cosmetic,we will deliver information mainly on new cosmetics tweet the recommendation at  in the morning and oclock at night amazon tweeted rakutens cosmetics ranking around oclock every sunday is a review tweet for the week it is a guide from rakuten ichiba basically but sometimes there is also from amazon  in the unlikely event that there is an error in the information please check carefully,,2151,733,28791,0,2022-06-05 10:51:19,reminder product name loccitane white lavender shower gel one word it leads to a moist and smooth body ,[],18,103,0.25,0.2,0.0,1.0,0.0,0.0
963,L'Occitane,bot_cosmetic,we will deliver information mainly on new cosmetics tweet the recommendation at  in the morning and oclock at night amazon tweeted rakutens cosmetics ranking around oclock every sunday is a review tweet for the week it is a guide from rakuten ichiba basically but sometimes there is also from amazon  in the unlikely event that there is an error in the information please check carefully,,2151,733,28791,0,2022-06-05 10:44:19,reminder product name loccitane white lavender jelly fragrance one word it blends in so that it blends in quickly when put on the skin ,[],24,135,0.25,0.16666666666666666,0.0,1.0,0.0,0.0
964,L'Occitane,odjdwi1,we are  active in the followers so lets expand the circle of mutual support togetherlets participate in  the amazon associate program相互フォロー,,576,10878,7721,0,2022-06-05 10:44:04,in the ranking of gift set category loccitane verbena portable hand care gift set product price amazon featured products click here for details ,[],23,144,0.0,0.0,0.0,0.564,0.436,0.9169
965,L'Occitane,bot_cosmetic,we will deliver information mainly on new cosmetics tweet the recommendation at  in the morning and oclock at night amazon tweeted rakutens cosmetics ranking around oclock every sunday is a review tweet for the week it is a guide from rakuten ichiba basically but sometimes there is also from amazon  in the unlikely event that there is an error in the information please check carefully,,2151,733,28791,0,2022-06-05 10:37:18,reminder product name loccitane white lavender eau de toilette one word elegant and clear eau de toilette ,[],17,106,0.4611111111111111,0.19999999999999998,0.0,0.725,0.275,0.6908
967,L'Occitane,624Sakigake, sega alliance,rabbit house,1789,1372,60428,0,2022-06-05 10:30:48,is there someone familiar with loccitane hand cream,[],8,51,0.5,0.375,0.0,0.686,0.314,0.4939
968,L'Occitane,Hazelnutchocom3,you are stronger than you think,malang east java,91,39,377,75,2022-06-05 10:25:14,these two products have the same texture feel very similar to himalayas the price is loccitane it turns out that the moist is still the champion himalaya lipbalm love besides vaseline especially if the lips are super dry again just turn back the himalayas again ,[],45,262,0.5016666666666667,0.10952380952380951,0.0,0.778,0.222,0.9186
971,L'Occitane,makojunk, kamba for the first time in years swamped  up watching junks first live dvd please tell me about junke and as i am still new to hareth  im sorry if i was rude because of twitter please  say a few words when following i am making accessories sales  recommended color accessory ,,126,94,6629,0,2022-06-05 09:50:21, soft ice cream hot and delicious looks great at this time of year the photos are also very good loccitane toilette,[],21,115,0.7460000000000001,0.6120000000000001,0.0,0.621,0.379,0.8999
972,L'Occitane,momoKhunnie0624,i love the gentle smile of nickon is kumpen i love  handmade and recently it has become a handmade plaque but  please get along with me  by  all means,,95,119,4337,0,2022-06-05 09:30:05, mihochan soft ice cream was delicious but it was hard to melt quickly i could not take pictures as i thought i was sorry that i received so many loccitane perfumes but i was impressed,[],35,184,0.6988095238095238,0.3059523809523809,0.086,0.731,0.183,0.6652
973,L'Occitane,cccentrooeste,reference center in the northwest area of the community of madrid with more than establishments at your service,majadahonda spain,767,1424,5674,0,2022-06-05 09:25:16,these days of high temperatures do not forget to incorporate into your routine refreshing and moisturizing textures for your skin go through loccitane en provence and let yourself be advised by their experts ,[],33,208,0.77,0.33,0.0,0.951,0.049,0.1695
975,L'Occitane,zentakolia,hello i rearranged my account and came back i would like to tweet various useful information on the internet feel free to follow me,osaka near tenmanbashi,1518,1303,68533,0,2022-06-05 09:18:35,loccitane loccitane cosmetics mailorder brand cosmetics ,[],6,56,0.0,0.0,0.0,1.0,0.0,0.0
984,L'Occitane,hotitem4,introducing trending items,,7,68,47010,0,2022-06-05 08:07:52,loccitane verbena eau de toilette edt sp rakuafl ,['rakuafl'],8,49,0.0,0.0,0.0,1.0,0.0,0.0
987,L'Occitane,twgagawang,ɪɴ ꜱᴛᴏᴄᴋ คสtw  ʀᴇᴠɪᴇᴡ twรวว  pᴇʀғᴏʀᴍ  reserved  ,tugline responded quickly,18,6862,30390,0,2022-06-05 07:50:10,promsong loccitane almond shower oil ecorefill duo set almond shower oil ecorefill loccitane intensive repair shampoo ecorefill bundle intensive repair shampoo refill loccitane bodyoil champ ,"['loccitane', 'bodyoil', 'แชมพู']",25,191,0.0,0.0,0.0,0.886,0.114,0.4767
988,L'Occitane,skinjournalbyp,the name prairie likes to update skincare  lifestyle with the concept of a valuebased consumer ,,45,957,1930,0,2022-06-05 07:47:19,loccitane immortelle reset oilinserum is a lot of people the fonfather is very shabby who hasnt been able to get a good look at it the freebies park is very dogged guachon laopentawat sells duddy pressing ,[],36,205,0.45625000000000004,0.39999999999999997,0.0,0.849,0.151,0.6908
989,L'Occitane,tukino_haguma,  miscellaneous riches   sapi wolf  drawn owner  header drawn art ear  question box ,sleep  ,404,172,41892,0,2022-06-05 07:19:42,loccitane got new white lavender,[],5,32,0.22727272727272727,0.06818181818181818,0.0,1.0,0.0,0.0
990,L'Occitane,SopranoAngelo88,songs dreams love happiness and peacei will not give upchoruslovesai yanguanglikenishimoto tomomisongclassical musicetc,kanto  occasional kansai chubu tohoku kyushu europe ,5001,675,70214,0,2022-06-05 07:05:31,next weeks hua jin its my birthday lunch and dinner im not sure where to go shiseido or senjiya or mikasa kaikan matsumoto tower or loccitane or laduree or whatever,[],30,164,0.4444444444444444,-0.125,0.063,0.937,0.0,-0.2411
995,L'Occitane,cactonamaster,cactus ,,171,62,7942,49,2022-06-05 06:48:56,juliette para loccitane in brazil ,[],5,34,0.0,0.0,0.0,1.0,0.0,0.0
1002,L'Occitane,133tosou7,shopping order rakuten,,2613,2776,430433,0,2022-06-05 06:36:02,amazon loccitane hand cream cherry rose towel gift set box birthday gift ,[],12,73,0.95,0.6,0.0,0.428,0.572,0.8658
1005,L'Occitane,ThayluvButterfy, the days passed again as identical as diverse,,945,77,178,0,2022-06-05 06:18:35,early mornings comforting literature my playlist on spotify planner black ink pen loccitane shower oil body milk baby cologne almond essential oils intense cardio listening to rock fruits la roche posay spf walks low hair buns,[],36,226,0.4666666666666666,0.026666666666666672,0.054,0.844,0.102,0.2263
1018,L'Occitane,twgagawang,ɪɴ ꜱᴛᴏᴄᴋ คสtw  ʀᴇᴠɪᴇᴡ twรวว  pᴇʀғᴏʀᴍ  reserved  ,tugline responded quickly,18,6862,30390,0,2022-06-05 05:43:24,promsong sulwhasoo gentle cleansing foam thick ominous foam does not make a taste of haeng dong loccitane immortelle overnight reset oil in serum butter flammable loccitane sulwhasoo ,"['loccitane', 'sulwhasoo']",27,183,0.6375,-0.05000000000000002,0.082,0.819,0.099,0.128
1019,L'Occitane,cloverlus,she  her  made for chanjin  official blocked ,im over ,32,25,576,0,2022-06-05 05:38:25, loccitane,[],1,10,0.0,0.0,0.0,1.0,0.0,0.0
1021,L'Occitane,2Wink9,i love cosmetics  tv shows and gourmets twitter silently follows whoever you like he is currently recuperating from depression twitter interactions have become rehabilitation i suffer from toxic parents dms dont,,640,1025,21704,0,2022-06-05 05:36:39,you can buy loccitane soap at petit pla so ill buy it while trying the perfume because it seems to raise the tension when you take a bath ,[],28,138,1.0,-0.5,0.191,0.809,0.0,-0.711
1023,L'Occitane,eldelouvre, owns my heart ,lee jenos ,314,244,7330,0,2022-06-05 05:33:45, loccitane ak ever use this nice bgtt once apply moist almost all day seingetku seingetku seingetku,[],16,99,1.0,0.6,0.0,0.822,0.178,0.5023
1029,L'Occitane,Partypink6,new act comb artist favorite actor the old ack accidentally blew something away,,164,4,1043,4,2022-06-05 05:11:48, loccitane weibo update zly reduce plasma waste zly jawlong bottle zly jawlong 赵丽颖 丽颖 颖宝 zhaoliying zaniliazhao zhao long zlyth ,"['จ้าวลี่อิ่ง', '赵丽颖']",20,128,0.2,-0.125,0.128,0.872,0.0,-0.4215
1059,L'Occitane,kitalogi,adult rot muttering at  of the medicine monsters and  of the others  kusuma also has spoilers for the latest episode in the branch i write only dnkb i would be happy if you could give me a theme or impression ,i want to live in weem,168,494,12537,0,2022-06-05 03:59:10,it seems that the event in harajuku is about to end so i went there were many gimmicks and the cosplay level of the staff was high and it was fun instead of winning sake lunch salmon waffles and verbena tea were delicious and satisfying at the nearby loccitane café cell escape that works ,['はたらく細胞脱出'],54,289,0.665,0.49333333333333335,0.0,0.761,0.239,0.9337
1073,L'Occitane,Julietteismile,if you want to be understood then please try to understand others,,3758,1177,86967,8,2022-06-05 03:42:40,juliette para loccitane ,[],3,24,0.0,0.0,0.0,1.0,0.0,0.0
1075,L'Occitane,shilopan1,shiropan  no tainuma aka  in the swamp at once in the swamp mileapoyinwarkaouppirthlay every time i look at it  my thrust is increasingi started studying thai but  neat  occasional graffiti im getting better at drawing sorry for the silent followup   thank you in advance mm,,361,34,1272,0,2022-06-05 03:39:47,anyway i have to buy shampoo at the drugstore around here i asked at loccitane today but it will not come yet,[],22,109,0.0,0.0,0.0,1.0,0.0,0.0
1085,L'Occitane,doyouknowiexist,insecure bot craves attention from others to affirm their existence by catharina,,6,5,37235,0,2022-06-05 03:19:00,heyheyhey i am washing my hands with loccitane soap,[],9,51,0.0,0.0,0.0,1.0,0.0,0.0
1094,L'Occitane,kojintoushika,tweet trend information at intervals of about minutes tsukkomi point out mistakes follow likes retweets are welcome,,2168,609,98340,0,2022-06-05 03:01:03,loccitane is trending this set loccitane loccitane five herbs repair bottle set present gift champ rakuafl ,"['ロクシタン', 'rakuafl']",16,107,0.0,0.0,0.0,0.7,0.3,0.7184
1095,L'Occitane,siriwan2424,,,72,5,2849,1,2022-06-05 03:00:28,loccitane almond supple skin oil songfree pakt bt oil khon hom nerke is doused with presses from almond and camelnaoil choi fon bumrung yi krachat larn sabresabre not sloppy can be spranged onto the pedestrians skhon crapromsong chapaopok ,['ส่งฟรี'],38,239,0.75,0.20833333333333334,0.0,1.0,0.0,0.0
1097,L'Occitane,NahCdnob,study all your life note amazon associates also participated delicious food studying and so on if you have a good one please buy it i started cryptocurrency 駆け出しエンジニアと繋がりたい エンジニアと繋がりたい,month,2682,2555,4035,0,2022-06-05 02:53:45,from loccitane mint verbena eau de toilette,[],7,43,0.0,0.0,0.0,1.0,0.0,0.0
1099,L'Occitane,natsuAya5,he lives in a corner of kuki mother of man and girl print addiction cat owner rice attendant catlog use people who want to with cat  pictures and videos,saitama japan,158,132,4594,0,2022-06-05 02:47:30,i searched various nail salons at starbucks but it was impossible to do this time today i said to see the place where i was most worried about it and i was called out so i made a reservation after that i bought loccitanines new hand cream and walked to pick it up and i got a free sample monster w ,[],61,298,0.650909090909091,0.07393939393939394,0.054,0.8,0.146,0.7587
1110,L'Occitane,juliedivah,the color of this city is me,,901,271,14057,0,2022-06-05 02:08:41, has a very fresh note in the brésil da loccitane au bresil that i love another personal favorite is the bahia da phebo cologne to use a lot of verbena granado and rosmarino water phebo and a remarkable fresh is the irresistible eau da eaux parfums,[],46,248,0.6333333333333333,0.4066666666666667,0.0,0.662,0.338,0.9544
1116,L'Occitane,yuyuko1998,we will introduce you to the best deals of amazon time deal foodhome appliancesbooks etc 相互フォロー,amazon associate,337,282,89520,0,2022-06-05 01:55:06,popular products loccitane white lavender eau de toilette ,[],8,58,0.45,0.3,0.0,0.714,0.286,0.4215
1117,L'Occitane,amasell77,tweet information about amazons deals discounts and ranking products we hope that we will be able to spread useful information to everyone and enrich their lives we will also periodically murmur the time sale information only on the day follow  notify please corona disaster is very bad war opposition except for mutual follow  fully automatic bot i am a follower,amazoncojp associate,996,1409,134556,0,2022-06-05 01:55:00,amazon best seller ranking loccitane white lavender eau de toilette amazon,['Amazon'],11,74,0.15,0.5,0.0,0.513,0.487,0.765
1118,L'Occitane,m4yucc,we will inform you of amazons arrival information as soon as possible apple products iphone ipad  pokémon card  switch and many  other rare products 相互フォロー ,amazon associate,1066,857,117234,0,2022-06-05 01:55:00,it is a hot selling product loccitane white lavender eau de toilette amazon time sale festival,[],16,94,0.42500000000000004,0.125,0.0,0.726,0.274,0.5994
1119,L'Occitane,Airi_Totoki,its ten oclock in the pear regards when i came out of akita to go on to higher education a friend of mine applied for an audition for the sake of the producers i will do my best to become a top idol oh its unofficial but be careful because the characters are unique,you made your debut in tokyo from akita,1976,2834,293048,0,2022-06-05 01:48:42,lush and loccitane smell like a mixture,[],7,39,0.3,0.1,0.0,0.667,0.333,0.3612
1139,L'Occitane,OrsiArthur,,,233,65,2437,0,2022-06-05 00:56:37, of the one here thats potato years and the smell is unmistakable loccitane of verbein ,[],15,87,0.0,0.0,0.0,1.0,0.0,0.0
